unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,additional_resources
11,"Using Plotviz Software for Displaying Point Distributions in 3D",2,Basic Example I,,,assets/slides/Lecture_11_2.pdf,nCTT5mI_j_Q,"Initially we start with a simple plot of 8 points -- the corners of a cube in 3 dimensions -- showing basic operations such as size/color/labels and Legend of points. The second example shows a dataset (coming from GTM dimension reduction) with significant structure. This has .pviz and a .txt versions that are compared",""
11,"Using Plotviz Software for Displaying Point Distributions in 3D",3,Basic Example II,,,assets/slides/Lecture_11_3.pdf,lDbIhnLrNkk,"This starts with an examination of a sample of Protein Universe Browser showing how one uses Plotviz to look at different features of this set  of Protein sequences projected to 3D. Then we show how to compare two datasets with synchronized rotation of a dataset clustered in 2 different ways; this dataset comes from k Nearest Neighbor discussion",""
11,"Using Plotviz Software for Displaying Point Distributions in 3D",4,Proteomics Example,,,assets/slides/Lecture_11_4.pdf,u8r-0MmOEXs,"This starts by describing use of Labels and Glyphs and the Default mode in Plotviz. Then we illustrate sophisticated use of these ideas to view a large Proteomics dataset",""
11,"Using Plotviz Software for Displaying Point Distributions in 3D",5,More Example I,,,assets/slides/Lecture_11_5.pdf,-mCLlSGhnOM,"This lesson starts by describing the Plotviz tools and then sets up two examples -- Oil Flow and Trading -- described in PowerPoint. It finishes with the Plotviz viewing of Oil Flow data",""
11,"Using Plotviz Software for Displaying Point Distributions in 3D",6,More Example II,,,assets/slides/Lecture_11_6.pdf,7guB3ZEi9o8,"This starts with Plotviz looking at Trading example introduced in previous lesson and them examines solvent data. It finishes with two large biology examples with 446K and 100K points and each with over 100 clusters. We finish remarks on Plotviz software structure and how to download. We also remind you that a picture is worth a 1000 words",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",1,"Recommender Systems as an Optimization Problem",,,assets/slides/Lecture_12_1.pdf,qQGmAxqCWT0,"We define a set of general recommender systems as matching of items to people or perhaps collections of items to collections of people where items can be other people, products in a store, movies, jobs, events, web pages etc. We present this as ''yet another optimization problem''",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",2,"Recommender Systems Introduction",,,assets/slides/Lecture_12_2.pdf,YSnCbFb565I,"We give a general discussion of recommender systems and point out that they are particularly valuable in long tail of tems (to be recommended) that aren't commonly known. We pose them as a rating system and relate them to information retrieval rating systems. We can contrast recommender systems based on user profile and context; the most familiar collaborative filtering of others ranking; item properties; knowledge and hybrid cases mixing some or all of these.",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",3,"Kaggle Competitions",,,assets/slides/Lecture_12_3.pdf,DFH7GPrbsJA,"We look at Kaggle competitions with examples from web site. In particular we discuss an Irvine class project involving ranking jokes",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",4,"Examples of Recommender Systems",,,assets/slides/Lecture_12_4.pdf,1Eh1epQj-EQ,"We go through a list of 9 recommender systems from the same Irvine class",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",5,"Netflix on Recommender Systems I",,,assets/slides/Lecture_12_5.pdf,tXsU5RRAD-w,"We summarize some interesting points from a tutorial from Netflix for whom ''everything is a recommendation''. Rankings are given in multiple categories and categories that reflect user interests are especially important. Criteria used include explicit user preferences, implicit based on ratings and hybrid methods as well as freshness and diversity. Netflix tries to explain the rationale of its recommendations. We give some data on Netflix operations and some methods used in its recommender systems. We describe the famous Netflix Kaggle competition to improve its rating system. The analogy to maximizing click through rate is given and the objectives of optimization are given.",""
