unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,additional_resources
11,"Using Plotviz Software for Displaying Point Distributions in 3D",4,"Example of Use III:  More Features and larger Proteomics Sample",,,assets/slides/Lecture_11_4.pdf,u8r-0MmOEXs,"<p>This starts by describing use of Labels and Glyphs and the Default mode in Plotviz. Then we illustrate sophisticated use of these ideas to view a large Proteomics dataset</p>",""
11,"Using Plotviz Software for Displaying Point Distributions in 3D",5,"Example of Use IV:  Tools and Examples",,,assets/slides/Lecture_11_5.pdf,-mCLlSGhnOM,"<p>This lesson starts by describing the Plotviz tools and then sets up two examples -- Oil Flow and Trading -- described in PowerPoint. It finishes with the Plotviz viewing of Oil Flow data</p>",""
11,Using Plotviz Software for Displaying Point Distributions in 3D,6,Example of Use V: Final Examples,,,assets/slides/Lecture_11_6.pdf,7guB3ZEi9o8,<p>This starts with Plotviz looking at Trading example introduced in previous lesson and them examines solvent data. It finishes with two large biology examples with 446K and 100K points and each with over 100 clusters. We finish remarks on Plotviz software structure and how to download. We also remind you that a picture is worth a 1000 words</p>,
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",1,"Recommender Systems as an Optimization Problem",,,assets/slides/Lecture_12_1.pdf,qQGmAxqCWT0,"<p>We define a set of general recommender systems as matching of items to people or perhaps collections of items to collections of people where items can be other people, products in a store, movies, jobs, events, web pages etc. We present this as ''yet another optimization problem''</p>",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",2,"Recommender Systems Introduction",,,assets/slides/Lecture_12_2.pdf,YSnCbFb565I,"<p>We give a general discussion of recommender systems and point out that they are particularly valuable in long tail of tems (to be recommended) that aren't commonly known. We pose them as a rating system and relate them to information retrieval rating systems. We can contrast recommender systems based on user profile and context; the most familiar collaborative filtering of others ranking; item properties; knowledge and hybrid cases mixing some or all of these.</p>",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",3,"Kaggle Competitions",,,assets/slides/Lecture_12_3.pdf,DFH7GPrbsJA,"<p>We look at Kaggle competitions with examples from web site. In particular we discuss an Irvine class project involving ranking jokes</p>",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",4,"Examples of Recommender Systems",,,assets/slides/Lecture_12_4.pdf,1Eh1epQj-EQ,"<p>We go through a list of 9 recommender systems from the same Irvine class</p>",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",5,"Netflix on Recommender Systems I",,,assets/slides/Lecture_12_5.pdf,tXsU5RRAD-w,"<p>We summarize some interesting points from a tutorial from Netflix for whom ''everything is a recommendation''. Rankings are given in multiple categories and categories that reflect user interests are especially important. Criteria used include explicit user preferences, implicit based on ratings and hybrid methods as well as freshness and diversity. Netflix tries to explain the rationale of its recommendations. We give some data on Netflix operations and some methods used in its recommender systems. We describe the famous Netflix Kaggle competition to improve its rating system. The analogy to maximizing click through rate is given and the objectives of optimization are given.</p>",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",6,"Netflix on Recommender Systems II",,,assets/slides/Lecture_12_6.pdf,GnAol5aGuEo,"<p>We summarize some interesting points from a tutorial from Netflix for whom ''everything is a recommendation''. Rankings are given in multiple categories and categories that reflect user interests are especially important. Criteria used include explicit user preferences, implicit based on ratings and hybrid methods as well as freshness and diversity. Netflix tries to explain the rationale of its recommendations. We give some data on Netflix operations and some methods used in its recommender systems. We describe the famous Netflix Kaggle competition to improve its rating system. The analogy to maximizing click through rate is given and the objectives of optimization are given.</p>",""
12,"e-Commerce and Life Style Informatics Case Study I: Recommender Systems: Introduction",7,"Consumer Data Science",,,assets/slides/Lecture_12_7.pdf,yMLDk2q8ero,"<p>Here we go through Netflix's methodology in letting data speak for itself in optimizing the recommender engine. An example iis given on choosing self produced movies. A/B testing is discussed with examples showing how testing does allow optimizing of sophisticated criteria. This lesson is concluded by comments on Netflix technology and the full spectrum of issues that are involved including user interface, data, AB testing, systems and architectures. We comment on optimizing for a household rather than optimizing for individuals in household.</p>",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",1,"Recap of Recommender Systems I",,,assets/slides/Lecture_13_1.pdf,JcPXqScjy3Q,"<p>We start with a quick recap of recommender systems from previous unit; what they are with brief examples</p>",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",2,"Recap of Recommender Systems II",,,assets/slides/Lecture_13_2.pdf,FBn7HpGFNvg,"<p>We start with a quick recap of recommender systems from previous unit; what they are with brief examples</p>",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",3,"Recap of Recommender Systems III",,,assets/slides/Lecture_13_3.pdf,K9KTpkc1Qmo,"<p>We start with a quick recap of recommender systems from previous unit; what they are with brief examples</p>",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",4,"Recap of Recommender Systems VI",,,assets/slides/Lecture_13_4.pdf,VS2Y4lAiP5A,"<p>We start with a quick recap of recommender systems from previous unit; what they are with brief examples</p>",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",5,"Case Study Recommender Systems: Optimizing Yahoo Home Page",,,assets/slides/Lecture_13_5.pdf,HrRJWEF8EfU,"<p>We give some examples in more detail including Google News, Markdown in Retail and in greatest detail the methods used to optimize a Yahoo page. Here we review recommender engines yet again put then examine a personalized Yahoo page with its different components. We point out the different criteria that must be blended in making decisions; these criteria include analysis of what user does after a particular page is clicked; is the user satisfied and cannot that we quantified by purchase decisions etc. We need to choose Articles, ads, modules, movies, users, updates, etc to optimize metrics such as relevance score, CTR, revenue, engagement.This lesson stresses that if though we have big data, the recommender data is sparse. WE discuss the approach that involves both batch (offline) and on-line (real time) coponents</p>",""
13,e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms,6,Vector Space Formulation of Recommender Systems,,,assets/slides/Lecture_13_6.pdf,S8Yld3a2qbs,<p>We go through recommender systems thinking of them as formulated in a funny vector space. This suggests using clustering to make recommendations.</p>,
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",7,"User-based nearest-neighbor collaborative filtering I",,,assets/slides/Lecture_13_7.pdf,joXByCp0_uU,"<p>Collaborative filtering is a core approach to recommender systems. There is user-based and item-based collaborative filtering and here we discuss the user-based case. Here similarities in user rankings allow one to predict their interests, and typically this quantified by the Pearson correlation, used to statistically quantify correlations between users viewed as points in a space of items.</p>",""
13,"e-Commerce and Life Style Informatics Case Study II: Recommender Systems: Examples and Algorithms",8,"User-based nearest-neighbor collaborative filtering II",,,assets/slides/Lecture_13_8.pdf,LI0cKqNf0ro,"<p>Collaborative filtering is a core approach to recommender systems. There is user-based and item-based collaborative filtering and here we discuss the user-based case. Here similarities in user rankings allow one to predict their interests, and typically this quantified by the Pearson correlation, used to statistically quantify correlations between users viewed as points in a space of items.</p>",""
14,"e-Commerce and Life Style Informatics Case Study III: Item-based Collaborative Filtering and its Technologies",1,"Item-based Collaborative Filtering I",,,assets/slides/Lecture_14_1.pdf,NrR8JVp9Wrc,"<p>We covered user-based collaborative filtering in the previous unit. Here we start by discussing memory-based real time and model based offline (batch) approaches. Now we look at item-based collaborative filtering where items are viewed in the space of users and the cosine measure is used to quantify distances. WE discuss optimizations and how batch processing can help. We discuss different Likert ranking scales and issues with new items that do not have a significant number of rankings.</p>",""
14,"e-Commerce and Life Style Informatics Case Study III: Item-based Collaborative Filtering and its Technologies",2,"Item-based Collaborative Filtering II",,,assets/slides/Lecture_14_2.pdf,DhGDyvTaNnA,"<p>We covered user-based collaborative filtering in the previous unit. Here we start by discussing memory-based real time and model based offline (batch) approaches. Now we look at item-based collaborative filtering where items are viewed in the space of users and the cosine measure is used to quantify distances. WE discuss optimizations and how batch processing can help. We discuss different Likert ranking scales and issues with new items that do not have a significant number of rankings.</p>",""
14,e-Commerce and Life Style Informatics Case Study III: Item-based Collaborative Filtering and its Technologies,3,k Nearest Neighbors and High Dimensional Spaces,,,assets/slides/Lecture_14_3.pdf,2NqUsDGQDy8,"<p>We define the k Nearest Neighbor algorithms and present the Python software but do not use it. We give examples from Wikipedia and describe performance issues. This algorithm illustrates the curse of dimensionality. If items were a real vectors in a low dimension space, there would be faster solution methods.</p>",
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",1,"Python k'th Nearest Neighbor Algorithms I",,,assets/slides/Lecture_15_1.pdf,o16L0EqsQ_g,"<p>This lesson considers the Python k Nearest Neighbor code found on the web associated with a book by Harrington on Machine Learning. There are two data sets. First we consider a set of 4 2D vectors divided into two categories (clusters) and use k=3 Nearest Neighbor algorithm to classify 3 test points. Second we consider a 3D dataset that has already been classified and show how to normalize. In this lesson we just use Matplotlib to give 2D plots</p>",""
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",2,"Python k'th Nearest Neighbor Algorithms II",,,assets/slides/Lecture_15_2.pdf,JK5p24mnTjs,"<p>This lesson considers the Python k Nearest Neighbor code found on the web associated with a book by Harrington on Machine Learning. There are two data sets. First we consider a set of 4 2D vectors divided into two categories (clusters) and use k=3 Nearest Neighbor algorithm to classify 3 test points. Second we consider a 3D dataset that has already been classified and show how to normalize. In this lesson we just use Matplotlib to give 2D plots</p>",""
15,e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track),3,3D Visualization,yes,Codifying k-NN,assets/slides/Lecture_15_3.pdf,fLtH-ZI1Jqk,<p>The lesson modifies the online code to allow it to produce files readable by PlotViz. We visualize already classified 3D set and rotate in 3D.</p>,
15,"e-Commerce and Life Style Informatics Case Study Technologies IV: k Nearest Neighbor Algorithm(Python Track)",4,"Testing k'th Nearest Neighbor Algorithms",yes,"Codifying k-NN",assets/slides/Lecture_15_4.pdf,zLaPGMIQ9So,"<p>The lesson goes through an example of using k NN classification algorithm by dividing dataset into 2 subsets. One is training set with initial classification; the other is test point to be classified by k=3 NN using training set. The code records fraction of points with a different classification from that input. One can experiment with different sizes of the two subsets. The Python implementation of algorithm is analyzed in detail.</p>",""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",1,"Kmeans Clustering",,,assets/slides/Lecture_20_1.pdf,3KTNJ0Okrqs,"<p>Geoffrey introduces the k means algorithm in a gentle fashion and describes its key features including dangers of local minima. A simple example from Wikipedia is examined</p>",""
16,e-Commerce and Life Style Informatics Case Study Technologies V: Clustering,2,Clustering of Recommender System Example,,,assets/slides/Lecture_20_2.pdf,yl_KZ86NT-A,<p>Plotviz is used to examine and compare the original classification with an ''optimal'' clustering into 3 clusters using a fancy deterministic annealing method that is similar to k means. The new clustering has centers marked</p>,
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",3,"Clustering of Recommender Example into more than 3 Clusters",,,assets/slides/Lecture_20_3.pdf,JWZmh48l0cw,"<p>The previous division into 3 clusters is compared into a clustering into 28 separate clusters that are naturally smaller in size and divide 3D space covered by 1000 points into compact geometrically local regions.</p>",""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",4,"Local Optima in Clustering",,,assets/slides/Lecture_20_4.pdf,Zmq8O_axCmc,"<p>This lesson introduces some general principles. First many important processes are ''just'' optimization problems. Most such problems are rife with local optima. The key idea behind annealing to avoid local optima is described. The pervasive greedy optimization method is described.</p>",""
16,"e-Commerce and Life Style Informatics Case Study Technologies V: Clustering",5,"Clustering in General",,,assets/slides/Lecture_20_5.pdf,JejNZhBxjRU,"<p>The two different applications of clustering are described. First find geometrically distinct regions and secondly divide spaces into geometrically compact regions that may have no ''thin air'' between them. Generalizations such as mixture models and latent factor methods are just mentioned. The important distinction between applications in vector spaces and those where only inter-point distances are defined is described. Examples are then given using PlotViz from 2D clustering of a mass spectrometry example and the results of clustering genomic data mapped into 3D with Multi Dimensional Scaling MDS.</p>",""
16,e-Commerce and Life Style Informatics Case Study Technologies V: Clustering,6,Heuristics,,,assets/slides/Lecture_20_6.pdf,KT22YuX8ZMY,<p>Some remarks are given on heuristics; why are they so important why getting exact answers is often not so important?</p>,
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",1,"Decomposition Strategies - I",,,assets/slides/Lecture_21_1.pdf,R-wHQW2YuRE,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",2,"Decomposition Strategies - II",,,assets/slides/Lecture_21_2.pdf,iIi9wdvlwCM,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",3,"Decomposition Strategies - III",,,assets/slides/Lecture_21_3.pdf,F0aeeLeTD9I,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",4,"Parallel Computing in Society I",,,assets/slides/Lecture_21_4.pdf,8rtjoe8AeJw,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",5,"Parallel Computing in Society II",,,assets/slides/Lecture_21_5.pdf,7sCgH_TTPGk,"",""
17,"Parallel Computing: Overview of Basic Principles with familiar Examples",6,"Parallel Processing for Hadrian's Wall",,,assets/slides/Lecture_21_6.pdf,ZD2AQ08cy8I,"",""
18,"X-Informatics Cloud Technology Part I: Introduction",1,"Cyberinfrastructure for E-MoreOrLessAnything",,,assets/slides/Lecture_22_1.pdf,O9i3uZYSZHA,"",""
18,X-Informatics Cloud Technology Part I: Introduction,2,What is Cloud Computing: Introduction,,,assets/slides/Lecture_22_2.pdf,Od_mYXRs5As,,
18,X-Informatics Cloud Technology Part I: Introduction,3,What is Cloud Computing: Several Other Views,,,assets/slides/Lecture_22_3.pdf,5VeqMjXKU_Y,,
18,X-Informatics Cloud Technology Part I: Introduction,4,Gartner's Emerging Technology Landscape,,,assets/slides/Lecture_22_4.pdf,Ec7Jm5Qcd7I,,
18,X-Informatics Cloud Technology Part I: Introduction,5,Gartner's Emerging Technology Landscape for 2012,,,assets/slides/Lecture_22_5.pdf,t7mdq5ibnL0,,
18,X-Informatics Cloud Technology Part I: Introduction,6,Gartner's General Technology Landscape: Other Observations,,,assets/slides/Lecture_22_6.pdf,XJoj5tSIdU8,,
19,X-Informatics Cloud Technology Part II: Introduction,1,What is Cloud Computing in more detail I,,,assets/slides/Lecture_23_1.pdf,7iASWYOKgxM,"<p>These 24 slides describe views from the web as to nature of cloud computing. This includes the views of researchers, evangelists, several vendors (Microsoft and Eucalyptus) and the thoughtful summary of key cloud features from NIST. They cover all aspects from the data center model, cost, the aaS concepts, challenges, data processing including MapReduce, bursting and federation/hybrid models, the extension of a client, history and mythology , abstractions to the business and usage model.</p>",
19,"X-Informatics Cloud Technology Part II: Introduction",2,"What is Cloud Computing in more detail II",,,assets/slides/Lecture_23_2.pdf,_kcqam398aI,"<p>These 24 slides describe views from the web as to nature of cloud computing. This includes the views of researchers, evangelists, several vendors (Microsoft and Eucalyptus) and the thoughtful summary of key cloud features from NIST. They cover all aspects from the data center model, cost, the aaS concepts, challenges, data processing including MapReduce, bursting and federation/hybrid models, the extension of a client, history and mythology , abstractions to the business and usage model.</p>",""
19,"X-Informatics Cloud Technology Part II: Introduction",3,"Introduction to Cloud Architecture: NaaS IaaS PaaS SaaS",,,assets/slides/Lecture_23_3.pdf,iGs7rsi4-0M,"<p>This lesson describes aspects of the cloud architecture both in terms of its importance to a data center and as the aaS components. Several IaaS approaches are discussed. The importance of Platforms (PaaS) to build Software services (SaaS Applications) is stressed. This topic is refined in next unit with more details on physical realization.</p>",""
19,"X-Informatics Cloud Technology Part II: Introduction",4,"Platform As a Service",,,assets/slides/Lecture_23_4.pdf,3GnfVAVkAno,"<p>Several components of Cloud PaaS are discussed including those on Amazon, Azure, Google App Engine and a comparison with Grid computing.</p>",""
19,"X-Informatics Cloud Technology Part II: Introduction",5,"Data in the Cloud",,,assets/slides/Lecture_23_5.pdf,HdtIOnk3qX4,"<p>Databases, File systems, Object Stores and NOSQL are discussed and compared. The way to build a modern data repository in the cloud is introduced.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",1,"Cloud (Data Center)Architectures I",,,assets/slides/Lecture_24_1.pdf,Ri3SYwdhGyg,"<p>This lesson starts with general remarks on why clouds are the data center of the future and why they are a good business. Some remarks on what it takes to build (in software) a cloud ecosystem are followed by pictures and discussions of several data centers from Microsoft (mainly) and Google. The role of containers is stressed as part of modular data centers that trade scalability for fault tolerance. Sizes of cloud centers and supercomputers are discussed as is ''green'' computing.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",2,"Cloud (Data Center)Architectures II",,,assets/slides/Lecture_24_2.pdf,OuyGQmL6KUI,"<p>This lesson starts with general remarks on why clouds are the data center of the future and why they are a good business. Some remarks on what it takes to build (in software) a cloud ecosystem are followed by pictures and discussions of several data centers from Microsoft (mainly) and Google. The role of containers is stressed as part of modular data centers that trade scalability for fault tolerance. Sizes of cloud centers and supercomputers are discussed as is ''green'' computing.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",3,"Cloud (Data Center)Architectures III",,,assets/slides/Lecture_24_3.pdf,VclljbzpStY,"<p>This lesson starts with general remarks on why clouds are the data center of the future and why they are a good business. Some remarks on what it takes to build (in software) a cloud ecosystem are followed by pictures and discussions of several data centers from Microsoft (mainly) and Google. The role of containers is stressed as part of modular data centers that trade scalability for fault tolerance. Sizes of cloud centers and supercomputers are discussed as is ''green'' computing.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",4,"Cloud Industry Players",,,assets/slides/Lecture_24_4.pdf,byhJYoaBptY,"<p>This short lesson has remarks from a researcher and an evangelist on the players in the Cloud ecosystem.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",5,"Cloud Applications I",,,assets/slides/Lecture_24_5.pdf,utXau_y3adk,"<p>This lesson starts with some general principle and commercial success stories. It continues with a classification of applications and an identification of what will run on clouds, grids, high throughput systems and supercomputers. Results from Venus-C and the Microsoft Excel Datascope are discussed. The latter illustrates the suitability of many data intensive problems for cloud computing. Clouds are also especially relevant in pleasing parallel applications and the lower parts of the famous computing pyramid; the very many modest size applications.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",6,"Cloud Applications II",,,assets/slides/Lecture_24_6.pdf,ORd3aBhc2Rc,"<p>This lesson starts with some general principle and commercial success stories. It continues with a classification of applications and an identification of what will run on clouds, grids, high throughput systems and supercomputers. Results from Venus-C and the Microsoft Excel Datascope are discussed. The latter illustrates the suitability of many data intensive problems for cloud computing. Clouds are also especially relevant in pleasing parallel applications and the lower parts of the famous computing pyramid; the very many modest size applications.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",7,"Security",,,assets/slides/Lecture_24_7.pdf,NojXG3fbrEo,"<p>This short lesson discusses the need for security and issues in its implementation.</p>",""
20,"X-Informatics Cloud Technology Part III: Introduction",8,"Comments on Fault Tolerance and Synchronicity Constraints",,,assets/slides/Lecture_24_8.pdf,OMZiSiN7dlU,"<p>Clouds trade scalability for greater possibility of faults but here clouds offer good support for recovery from faults. We discuss both storage and program fault tolerance noting that parallel computing is especially sensitive to faults as a fault in one task will impact all other tasks in the parallel job.</p>",""
20,X-Informatics Cloud Technology Part III: Introduction,9,Big Data Processing(Application Perspective),,,assets/slides/Lecture_24_9.pdf,d6A2m4GR-hw,"<p>This lesson collects remarks on Big data processing from several sources: Berkeley, Teradata, IBM, Oracle and eBay with architectures and application opportunities.</p>",
21,X-Informatics Web Search and Text Mining I,1,Data Mining Survey,,,assets/slides/Lecture_17_1.pdf,u2e1U27kHQQ,<p>This short lesson takes a survey of data mining and explains where the topics we are discussing fit in</p>,
21,X-Informatics Web Search and Text Mining I,2,Web and Document/Text Search: The Problem I,,,assets/slides/Lecture_17_2.pdf,ryrpwn1BTww,"<p>This lesson starts with the web with its size, shape (coming from the mutual linkage of pages by URL's) and universal power laws for number of pages with particular number of URL's linking out or in to page. The way Web search is performed by users is discussed. Information retrieval is introduced and a possible DIKW mapping for web search is given. A comparison is given between semantic searches as in databases and the full text search that is base of Web search. The ACM classification illustrates potential complexity of ontologies. Some differences between web search and information retrieval are given.</p>",
21,X-Informatics Web Search and Text Mining I,3,Web and Document/Text Search: The Problem II,,,assets/slides/Lecture_17_3.pdf,pOC0Uhl0_Ew,"<p>This lesson starts with the web with its size, shape (coming from the mutual linkage of pages by URL's) and universal power laws for number of pages with particular number of URL's linking out or in to page. The way Web search is performed by users is discussed. Information retrieval is introduced and a possible DIKW mapping for web search is given. A comparison is given between semantic searches as in databases and the full text search that is base of Web search. The ACM classification illustrates potential complexity of ontologies. Some differences between web search and information retrieval are given.</p>",
21,X-Informatics Web Search and Text Mining I,4,Web Search Solution in General starting with history I,,,assets/slides/Lecture_17_4.pdf,ZpxbjUvbWZk,"<p>This lesson describes current state of Web search and Information Retrieval with an historical context. the origin of web search in libraries, catalogs and concordances is summarized.  The first web search approaches were directly built on Information retrieval but in 1998 the field was changed when Google was founded and showed the importance of URL structure as exemplified by PageRank. The lesson defines documents, document collections, Information, Query and Relevance. A short history of search engines is given with their increasing capability. the broad architecture of both a search engine and a general information retrieval system. The method of judging quality of results including recall, precision and diversity is described.</p>",
21,X-Informatics Web Search and Text Mining I,5,Web Search Solution in General starting with history II,,,assets/slides/Lecture_17_5.pdf,pPIViwLltOM,"<p>This lesson describes current state of Web search and Information Retrieval with an historical context. the origin of web search in libraries, catalogs and concordances is summarized.  The first web search approaches were directly built on Information retrieval but in 1998 the field was changed when Google was founded and showed the importance of URL structure as exemplified by PageRank. The lesson defines documents, document collections, Information, Query and Relevance. A short history of search engines is given with their increasing capability. the broad architecture of both a search engine and a general information retrieval system. The method of judging quality of results including recall, precision and diversity is described.</p>",
21,X-Informatics Web Search and Text Mining I,6,Information Retrieval (Web Search) Technology,,,assets/slides/Lecture_17_6.pdf,_IZsyZtyeW8,<p>The detailed technology of IR and web search is based on the important bag of words model</p>,
21,"X-Informatics Web Search and Text Mining I",7,"Boolean Query",,,assets/slides/Lecture_17_7.pdf,rjytkwgryjQ,"<p>The simplest way to view a query is with a clean boolean model which is elegant but does not easily lead to a measure of relevance. Several simple examples are given illustrating the boolean query based on membership of sets with some queries giving too many positive answers. An inverted index makes boolean queries run fast</p>",""
21,X-Informatics Web Search and Text Mining I,8,Fussy Index,,,assets/slides/Lecture_17_8.pdf,W5ekLASGnh8,"<p>Fuzzy indices are gotten by assigning weights to terms in documents which will naturally return a relevance from any query. This lesson covers Jaccard Index or term-term correlation coefficient with several examples. The Pros and Cons summarize this approach</p>",""
21,X-Informatics Web Search and Text Mining I,9,Vector Space Model I,,,assets/slides/Lecture_17_9.pdf,oxp9Op6stkI,<p>Vector Space models are attractive as they use techniques that align with many other Big data analytics. basically we view the bag (of words) as a vector. An example is given. Closeness such as with cosine measure can be defined and its features are analyzed. This measure is generalized to the famous TF-IDF measure</p>,
21,X-Informatics Web Search and Text Mining I,10,Vector Space Model II,,,assets/slides/Lecture_17_10.pdf,-EdOXGdVu8w,<p>Vector Space models are attractive as they use techniques that align with many other Big data analytics. basically we view the bag (of words) as a vector. An example is given. Closeness such as with cosine measure can be defined and its features are analyzed. This measure is generalized to the famous TF-IDF measure</p>,
21,X-Informatics Web Search and Text Mining I,11,Probabilistic Models,,,assets/slides/Lecture_17_11.pdf,67AxFGznzV0,<p>This unit finishes with a discussion of probabilistic models that are a powerful approach to relevance as they derive the probability that a particular document satisfies query.</p>,
21,"X-Informatics Web Search and Text Mining I",12,"Frequency v. Bayes",,,assets/slides/Lecture_17_12.pdf,Hxo9rpAU7-k,"<p>This unit finishes with a discussion of probabilistic models that are a powerful approach to relevance as they derive the probability that a particular document satisfies query.</p><p>There has been discussion for a long time of the frequency (probability is how often something occurs) versus Bayes (probability is a degree of belief) view. This is discussed for both information retrieval and the Higgs Boson discovery. This lesson finishes with a discussion of Pros v Cons for probability methods</p>",""
22,X-Informatics Web Search and Text Mining II,1,Data Analytics for Web Search,,,assets/slides/Lecture_18_1.pdf,ugyycKBjaBQ,"<p>This short lesson describes the different steps needed in web search including: Get the digital data (from  web or from scanning); Crawl web; Preprocess data to get searchable things (words, positions); Form Inverted Index mapping words to documents; Rank relevance of documents with potentially sophisticated techniques; and integrate technology to support advertising and ways to allow or stop pages artificially enhancing relevance</p>",
22,"X-Informatics Web Search and Text Mining II",2,"Document Preparation",,,assets/slides/Lecture_18_2.pdf,2pZw6s-C0pQ,"<p>This lesson describes how documents are broken into words that are put in standard form to define the bag of words where words come from a standard ontology. Refinements include recording position to allow phrase queries and breaking of documents into sections.</p>",""
22,"X-Informatics Web Search and Text Mining II",3,"Inverted Index",,,assets/slides/Lecture_18_3.pdf,3EQd4jzmh1g,"<p>This lesson describes nature of inverted indices supporting boolean queries.</p>",""
22,"X-Informatics Web Search and Text Mining II",4,"Index Construction",,,assets/slides/Lecture_18_4.pdf,HWJVra01JuE,"<p>This lesson gives a simple example of an inverted index And discusses some of issues in constructing a large index. Dynamic indices are essential as the data is always being updated and you do not want to rerun the entire batch job each time.</p>",""
22,"X-Informatics Web Search and Text Mining II",5,"Query Structure and Processing",,,assets/slides/Lecture_18_5.pdf,dlh85RX6iQM,"<p>This lesson describes the structure of queries with repeated queries warranting selective caching of results. The support of Vector Space model is discussed extending boolean case.</p>",""
22,"X-Informatics Web Search and Text Mining II",6,"Link Structure Analysis including PageRank I",,,assets/slides/Lecture_18_6.pdf,1oXdopVxqfI,"<p>The value of links and the concepts of Hubs and Authorities are discussed. This leads to definition of PageRank with examples. Extensions of PageRank viewed as a reputation are discussed with journal rankings and university department rankings as examples. There are many extension of these ideas which are not discussed here although topic models are covered briefly in a  later lesson.</p>",""
22,"X-Informatics Web Search and Text Mining II",7,"Link Structure Analysis including PageRank II",,,assets/slides/Lecture_18_7.pdf,6AqMcfpC7Ig,"<p>The value of links and the concepts of Hubs and Authorities are discussed. This leads to definition of PageRank with examples. Extensions of PageRank viewed as a reputation are discussed with journal rankings and university department rankings as examples. There are many extension of these ideas which are not discussed here although topic models are covered briefly in a  later lesson.</p>",""
22,"X-Informatics Web Search and Text Mining II",8,"Summary Issues",,,assets/slides/Lecture_18_8.pdf,eGzUYfSo72g,"<p>The lesson summarizes what we have done in last 2 units for nature of information retrieval, web, its search and structure. The remaining lessons cover advanced topics.</p>",""
22,"X-Informatics Web Search and Text Mining II",9,"Crawling the Web",,,assets/slides/Lecture_18_9.pdf,UjH4r335PwQ,"<p>It is comparatively easy to write a simple (Java) crawler but of course production search engines have many critical engineering issues that are summarized.</p>",""
22,"X-Informatics Web Search and Text Mining II",10,"Web Advertising and Search",,,assets/slides/Lecture_18_10.pdf,Pm69Xq4xaao,"<p>Internet and mobile advertising is growing fast and can be personalized more than for traditional media. There are several advertising types Sponsored search, Contextual ads, Display ads and different models: Cost per viewing, cost per clicking and cost per action. This leads to emerging field of computational advertising. Another key point is that recommender systems help bring the long tail to a broad user base.</p>",""
22,"X-Informatics Web Search and Text Mining II",11,"Clustering and Topic Models",,,assets/slides/Lecture_18_11.pdf,95cHMyZ-TUs,"<p>We discuss briefly approaches to defining groups of documents. We illustrate this for Google News and give an example that this can give different answers from word-based analyses. We mention dome Indaiana University on a Latent Semantic Indexing model.</p>",""
23,"Technology for X-Informatics: PageRank (Python Track)",1,"Calculate PageRank from Web Linkage Matrix I",,,assets/slides/Lecture_19_1.pdf,rLWUvvcHrCQ,"<p>Geoffrey takes two simple matrices for 6 and 8 web sites respectively to illustrate the calculation of PageRank.</p>",""
23,"Technology for X-Informatics: PageRank (Python Track)",2,"Calculate PageRank from Web Linkage Matrix II",,,assets/slides/Lecture_19_2.pdf,UzQRukCFQv8,"<p>Geoffrey takes two simple matrices for 6 and 8 web sites respectively to illustrate the calculation of PageRank.</p>",""
